al-step,ensemble-time,ensemble,precision,benchmark,f1,synth-time,eval-time,al-time,recall,run,examples,threshold
0,46.70000672340393,majority-vote,0.39285714285714285,wiki-cell,0.3697478991596638,4469.883625984192,5629.70294380188,0.49831080436706543,0.3492063492063492,2,3,0.02
0,46.70000672340393,majority-vote,0.38181818181818183,wiki-cell,0.3559322033898305,4469.883625984192,5629.70294380188,0.4987068176269531,0.3333333333333333,2,3,0.023333333333333334
0,46.70000672340393,majority-vote,0.32,wiki-cell,0.2831858407079646,4469.883625984192,5629.70294380188,0.49834632873535156,0.25396825396825395,2,3,0.026666666666666665
0,46.70000672340393,majority-vote,0.3125,wiki-cell,0.27027027027027023,4469.883625984192,5629.70294380188,0.4984731674194336,0.23809523809523808,2,3,0.03
0,46.70000672340393,weighted-vote,0.0,wiki-cell,0.0,4469.883625984192,5629.70294380188,1.2152726650238037,0.0,2,3,0
1,46.70000672340393,weighted-vote,0.75,wiki-cell,0.08955223880597014,4469.883625984192,5629.70294380188,1.212146282196045,0.047619047619047616,2,3,0
2,46.70000672340393,weighted-vote,1.0,wiki-cell,0.0909090909090909,4469.883625984192,5629.70294380188,1.2115089893341064,0.047619047619047616,2,3,0
3,46.70000672340393,weighted-vote,1.0,wiki-cell,0.32,4469.883625984192,5629.70294380188,1.214961290359497,0.19047619047619047,2,3,0
4,46.70000672340393,weighted-vote,1.0,wiki-cell,1.0,4469.883625984192,5629.70294380188,1.2120468616485596,1.0,2,3,0
5,46.70000672340393,weighted-vote,1.0,wiki-cell,1.0,4469.883625984192,5629.70294380188,1.2114145755767822,1.0,2,3,0
6,46.70000672340393,weighted-vote,1.0,wiki-cell,1.0,4469.883625984192,5629.70294380188,1.2114601135253906,1.0,2,3,0
7,46.70000672340393,weighted-vote,1.0,wiki-cell,1.0,4469.883625984192,5629.70294380188,1.2113895416259766,1.0,2,3,0
8,46.70000672340393,weighted-vote,1.0,wiki-cell,1.0,4469.883625984192,5629.70294380188,1.2126352787017822,1.0,2,3,0
9,46.70000672340393,weighted-vote,1.0,wiki-cell,1.0,4469.883625984192,5629.70294380188,1.213681936264038,1.0,2,3,0
10,46.70000672340393,weighted-vote,1.0,wiki-cell,1.0,4469.883625984192,5629.70294380188,1.2197868824005127,1.0,2,3,0
